rssi,rate,noise_floor,data,local_timestamp,channel,label
-42,11,-95,"(0, 0, -1, 9, -3, 5, -5, 2, -8, -1, -11, -3, -13, -5, -15, -5, -17, -5, -18, -5, -18, -4, -18, -2, -17, -1, -16, 0, -14, 0, -11, 0, -8, 0, -6, -1, -3, -2, -1, -3, 1, -5, 3, -6, 4, -7, 5, -8, 5, -8, 5, -9, 5, -9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, -4, 10, -5, 12, -5, 14, -6, 15, -6, 16, -6, 16, -6, 15, -6, 14, -5, 12, -5, 10, -3, 7, -1, 5, 1, 3, 3, 1, 6, 0, 10, -1, 13, -2, 16, -1, 19, -1, 21, 0, 22, 1, 23, 2, 23, 3, 22, 3, 20, 2, 17)",211084764,1,Still
-41,11,-95,"(0, 0, -6, -8, -2, -7, 2, -5, 6, -4, 9, -4, 12, -5, 13, -6, 15, -7, 15, -8, 15, -9, 14, -9, 13, -9, 11, -9, 9, -9, 7, -7, 5, -5, 4, -3, 2, -1, 1, 1, 0, 3, 0, 5, 0, 7, 0, 8, 0, 9, 0, 9, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, 7, -6, 8, -7, 10, -8, 11, -9, 12, -9, 13, -9, 13, -9, 12, -8, 11, -8, 10, -7, 8, -6, 5, -6, 2, -6, -2, -6, -5, -6, -8, -7, -11, -9, -14, -11, -15, -13, -17, -14, -17, -16, -17, -16, -17, -16, -16, -15, -14, -13, -12)",211097500,1,Still
-42,11,-95,"(0, 0, 1, -10, 3, -6, 4, -2, 7, 2, 9, 4, 11, 5, 13, 6, 14, 7, 16, 6, 16, 6, 16, 4, 15, 3, 14, 2, 12, 1, 10, 1, 7, 1, 5, 1, 2, 2, -1, 2, -3, 3, -5, 4, -6, 5, -7, 6, -7, 6, -7, 7, -7, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -9, 2, -11, 1, -13, 1, -15, 1, -16, 2, -17, 2, -17, 2, -16, 2, -15, 2, -13, 1, -11, 0, -8, -1, -5, -3, -3, -5, -1, -7, 1, -11, 3, -13, 4, -16, 4, -19, 3, -21, 3, -22, 2, -24, 1, -23, 0, -22, 0, -20, 0, -17)",211109703,1,Still
-42,11,-95,"(0, 0, -4, -9, -1, -7, 3, -4, 7, -3, 10, -2, 12, -2, 15, -2, 16, -3, 17, -4, 17, -5, 17, -6, 15, -7, 13, -7, 11, -6, 9, -5, 7, -4, 5, -2, 3, 0, 1, 2, -1, 4, -2, 6, -2, 7, -2, 8, -2, 9, -2, 9, -2, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, 6, -8, 7, -10, 8, -11, 9, -12, 10, -13, 10, -13, 11, -13, 10, -12, 9, -10, 8, -9, 6, -7, 3, -6, 0, -5, -3, -4, -7, -4, -10, -5, -13, -6, -16, -7, -18, -8, -20, -10, -21, -11, -21, -12, -21, -13, -20, -12, -18, -10, -15)",211126644,1,Still
-42,11,-95,"(0, 0, 8, -6, 5, -1, 4, 2, 3, 6, 2, 9, 3, 12, 3, 14, 4, 15, 5, 16, 6, 16, 7, 15, 8, 13, 7, 12, 6, 10, 5, 8, 4, 6, 2, 5, 0, 3, -2, 1, -4, 0, -7, 0, -8, -1, -9, -1, -10, -1, -10, -1, -10, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -8, -5, -9, -7, -10, -9, -11, -10, -12, -11, -13, -11, -13, -11, -12, -11, -11, -10, -10, -9, -8, -8, -5, -7, -2, -6, 1, -5, 5, -5, 8, -6, 11, -7, 14, -8, 16, -9, 17, -11, 18, -12, 18, -14, 17, -15, 16, -14, 14, -13, 12, -12)",211135007,1,Still
-42,11,-95,"(0, 0, 0, 8, -3, 5, -5, 2, -8, -1, -10, -3, -13, -4, -15, -4, -16, -4, -18, -3, -18, -2, -17, -1, -16, -1, -15, 0, -13, 1, -10, 1, -8, 0, -6, -1, -3, -2, -1, -3, 1, -4, 3, -6, 3, -7, 4, -8, 4, -8, 4, -9, 4, -9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, -4, 9, -5, 11, -5, 12, -6, 14, -6, 14, -6, 14, -7, 14, -6, 12, -6, 11, -5, 9, -3, 7, -2, 5, 0, 3, 3, 1, 6, 0, 10, -1, 12, -1, 16, 0, 17, 0, 20, 1, 21, 2, 22, 3, 22, 4, 21, 4, 18, 3, 15)",211149200,1,Still
-43,11,-95,"(0, 0, -9, -3, -5, -4, -1, -5, 3, -7, 6, -9, 8, -11, 9, -13, 9, -14, 8, -15, 8, -16, 7, -16, 6, -15, 4, -14, 3, -12, 2, -10, 2, -8, 2, -5, 1, -3, 2, 0, 2, 2, 3, 5, 3, 6, 4, 7, 4, 8, 5, 7, 5, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 1, 10, 1, 12, 1, 14, 2, 15, 2, 16, 2, 16, 1, 15, 1, 14, 1, 12, 0, 10, -1, 7, -3, 4, -5, 1, -7, -1, -10, -3, -12, -5, -15, -6, -18, -6, -20, -7, -22, -6, -23, -5, -23, -4, -22, -3, -20, -3, -17, -2)",211165936,1,Still
-43,11,-95,"(0, 0, 7, -3, 4, 0, 2, 3, 0, 6, -1, 9, -1, 11, -1, 13, -1, 14, 0, 15, 1, 15, 2, 14, 2, 13, 3, 12, 3, 10, 2, 8, 1, 6, 0, 4, -1, 2, -3, 0, -4, -1, -5, -2, -7, -4, -7, -4, -8, -4, -8, -4, -8, -4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -5, -7, -7, -8, -9, -9, -10, -10, -11, -10, -11, -10, -11, -10, -11, -9, -10, -8, -9, -6, -8, -4, -7, -1, -5, 2, -4, 5, -3, 8, -3, 10, -3, 13, -4, 15, -5, 17, -7, 18, -8, 18, -8, 17, -9, 17, -9, 15, -8, 13, -7)",211176383,1,Still
-43,11,-95,"(0, 0, 0, -10, 2, -6, 4, -2, 7, 2, 9, 4, 11, 6, 13, 6, 15, 7, 16, 6, 17, 6, 17, 4, 15, 3, 14, 2, 12, 1, 10, 1, 7, 0, 5, 1, 2, 1, -1, 2, -3, 3, -5, 4, -6, 5, -7, 5, -8, 5, -8, 6, -8, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -9, 3, -11, 3, -12, 4, -14, 4, -16, 5, -16, 5, -16, 5, -16, 5, -14, 4, -13, 3, -11, 2, -8, 0, -6, -2, -3, -4, -1, -7, 0, -10, 2, -14, 2, -17, 2, -19, 1, -21, 1, -23, 0, -24, -1, -24, -2, -23, -2, -21, -1, -18)",211188906,1,Still
-43,11,-95,"(0, 0, -8, 5, -6, 1, -5, -3, -4, -7, -4, -11, -4, -13, -5, -15, -6, -16, -8, -17, -8, -17, -9, -16, -9, -14, -9, -13, -8, -11, -7, -9, -5, -7, -3, -5, -1, -3, 2, -2, 4, -2, 6, -1, 7, 0, 8, 0, 9, 0, 9, 0, 9, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 3, 9, 5, 10, 7, 11, 8, 13, 8, 13, 8, 13, 9, 13, 8, 12, 8, 10, 7, 7, 6, 5, 5, 2, 5, -2, 4, -5, 5, -9, 6, -11, 7, -14, 8, -16, 10, -17, 12, -18, 13, -18, 14, -18, 15, -16, 15, -15, 14, -12, 12)",211203888,1,Still
-42,11,-95,"(0, 0, 9, 0, 4, 2, 1, 4, -1, 6, -4, 9, -5, 11, -5, 13, -5, 14, -4, 15, -3, 15, -3, 16, -2, 14, -1, 13, -1, 11, 0, 9, -1, 7, -1, 4, -2, 2, -3, 0, -4, -2, -5, -4, -6, -5, -7, -6, -7, -6, -8, -6, -8, -6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -8, -4, -10, -4, -12, -4, -14, -5, -14, -5, -14, -5, -15, -5, -14, -4, -13, -4, -12, -3, -10, -1, -8, 1, -5, 3, -3, 6, -1, 8, 0, 12, 1, 14, 1, 17, 1, 18, 1, 20, -1, 20, -1, 20, -2, 20, -3, 18, -3, 15, -3)",211217592,1,Still
-43,11,-95,"(0, 0, -8, -5, -3, -5, 1, -5, 4, -5, 7, -7, 10, -8, 11, -9, 12, -10, 12, -11, 11, -12, 10, -12, 9, -12, 7, -11, 6, -10, 5, -9, 4, -7, 3, -4, 2, -2, 2, 1, 1, 3, 1, 5, 1, 7, 1, 8, 2, 8, 2, 8, 2, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, -1, 9, -2, 12, -2, 13, -2, 14, -2, 15, -3, 15, -3, 14, -2, 13, -3, 11, -3, 9, -3, 6, -4, 3, -5, 0, -7, -3, -8, -5, -10, -7, -13, -9, -15, -10, -17, -11, -18, -11, -19, -10, -20, -10, -19, -9, -18, -7, -15, -6)",211230595,1,Still
-43,11,-95,"(0, 0, 7, -6, 5, -2, 3, 3, 3, 6, 2, 10, 2, 13, 3, 15, 4, 16, 6, 16, 7, 16, 7, 15, 8, 14, 7, 12, 6, 10, 5, 8, 4, 6, 2, 4, 0, 2, -3, 1, -5, 0, -7, -1, -8, -2, -9, -2, -10, -2, -10, -2, -10, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -9, -3, -11, -5, -12, -6, -14, -7, -15, -7, -16, -8, -16, -8, -15, -8, -14, -7, -12, -7, -10, -6, -6, -6, -3, -5, 1, -5, 4, -6, 7, -7, 10, -8, 13, -10, 15, -12, 16, -13, 17, -15, 17, -16, 16, -17, 15, -17, 13, -15, 11, -13)",211245640,1,Still
-42,11,-95,"(0, 0, -8, -5, -4, -6, 1, -6, 5, -6, 8, -7, 10, -9, 12, -10, 13, -11, 13, -13, 12, -13, 11, -14, 10, -14, 8, -13, 7, -11, 5, -9, 4, -7, 3, -4, 2, -2, 1, 1, 1, 3, 1, 5, 1, 7, 2, 8, 2, 9, 2, 9, 2, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 8, -1, 10, -2, 12, -2, 14, -3, 15, -3, 16, -3, 16, -2, 15, -3, 14, -3, 12, -3, 10, -3, 7, -4, 3, -6, 0, -7, -3, -9, -6, -11, -8, -14, -10, -16, -11, -19, -11, -20, -12, -22, -11, -22, -10, -21, -9, -19, -8, -16, -7)",211260348,1,Still
-42,11,-95,"(0, 0, 8, -3, 5, 0, 3, 4, 1, 6, 0, 10, 0, 12, 0, 14, 0, 16, 1, 16, 2, 16, 3, 16, 4, 15, 4, 13, 4, 11, 3, 9, 2, 7, 0, 4, -1, 3, -3, 1, -5, -1, -6, -2, -8, -3, -8, -3, -9, -3, -10, -3, -9, -3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -6, -7, -8, -8, -10, -9, -12, -10, -13, -11, -13, -11, -13, -10, -13, -9, -12, -8, -10, -6, -9, -4, -7, -1, -6, 2, -5, 6, -4, 8, -4, 12, -4, 15, -5, 17, -6, 19, -7, 20, -8, 20, -9, 19, -10, 19, -10, 17, -10, 14, -8)",211270535,1,Still
-41,11,-95,"(0, 0, -3, 9, -4, 4, -6, 0, -7, -3, -9, -6, -12, -8, -13, -10, -15, -10, -16, -9, -17, -9, -17, -8, -16, -6, -15, -5, -13, -4, -11, -3, -8, -3, -6, -3, -2, -3, 0, -3, 3, -4, 4, -4, 6, -5, 7, -5, 8, -6, 8, -6, 8, -6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, -3, 10, -3, 12, -3, 14, -3, 16, -3, 16, -3, 16, -3, 16, -3, 14, -3, 12, -2, 10, -1, 7, 0, 5, 2, 2, 3, -1, 6, -3, 9, -5, 12, -5, 15, -6, 18, -6, 20, -5, 22, -5, 23, -3, 23, -3, 22, -2, 20, -2, 17)",211286232,1,Still
-42,11,-95,"(0, 0, -9, 2, -7, -1, -3, -5, -2, -8, 0, -11, 0, -14, 0, -16, 0, -17, -1, -18, -2, -18, -3, -18, -4, -17, -4, -15, -4, -13, -4, -11, -3, -8, -1, -6, 0, -3, 2, -2, 4, 0, 5, 2, 7, 3, 7, 3, 8, 3, 9, 3, 8, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 7, 7, 8, 9, 9, 11, 10, 12, 10, 12, 10, 12, 10, 12, 9, 11, 8, 10, 6, 8, 3, 7, 0, 5, -3, 4, -6, 3, -10, 3, -13, 3, -16, 3, -19, 4, -21, 6, -22, 7, -22, 8, -21, 9, -21, 10, -19, 9, -16, 8)",211297434,1,Still
-42,11,-95,"(0, 0, -8, 6, -6, 1, -5, -3, -5, -7, -5, -11, -5, -13, -6, -15, -7, -16, -9, -17, -10, -16, -11, -15, -10, -14, -10, -12, -9, -10, -8, -8, -6, -6, -3, -5, -1, -4, 1, -3, 4, -2, 6, -1, 7, -1, 8, -1, 9, -1, 9, -2, 9, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 3, 9, 5, 11, 6, 12, 7, 14, 8, 14, 8, 14, 8, 13, 8, 12, 7, 10, 6, 8, 6, 5, 5, 2, 5, -1, 5, -5, 5, -8, 6, -11, 8, -14, 9, -16, 11, -17, 13, -18, 14, -18, 16, -17, 17, -15, 17, -14, 15, -12, 13)",211312216,1,Still
-42,11,-95,"(0, 0, 1, -9, 2, -5, 4, -2, 7, 2, 8, 3, 10, 5, 12, 5, 13, 6, 15, 5, 15, 5, 15, 3, 14, 2, 13, 1, 11, 1, 9, 1, 7, 0, 4, 1, 1, 2, -1, 2, -3, 3, -4, 4, -5, 4, -6, 5, -7, 5, -7, 6, -7, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -8, 2, -10, 2, -12, 2, -13, 3, -15, 3, -15, 3, -15, 3, -15, 3, -14, 2, -12, 2, -10, 1, -8, -1, -5, -2, -3, -4, -1, -7, 1, -10, 2, -12, 2, -15, 2, -17, 2, -19, 1, -21, 1, -21, 0, -22, -1, -21, -1, -19, -1, -16)",211322954,1,Still
-42,11,-95,"(0, 0, 7, -6, 5, -2, 4, 2, 3, 6, 3, 10, 3, 12, 4, 14, 5, 16, 6, 16, 7, 16, 8, 15, 8, 14, 8, 12, 7, 10, 6, 8, 4, 6, 2, 4, 0, 3, -3, 1, -5, 0, -7, 0, -8, -1, -9, -1, -10, -1, -10, -1, -10, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -8, -5, -10, -6, -11, -8, -13, -9, -13, -10, -14, -10, -14, -10, -14, -10, -12, -9, -11, -8, -9, -7, -6, -6, -3, -6, 1, -5, 4, -6, 8, -6, 11, -7, 13, -9, 15, -10, 17, -12, 17, -14, 18, -15, 17, -16, 16, -15, 14, -14, 12, -12)",211336722,1,Still
-42,11,-95,"(0, 0, -9, -4, -4, -5, 0, -6, 4, -7, 7, -9, 9, -10, 11, -12, 11, -13, 11, -14, 10, -15, 9, -15, 8, -15, 6, -14, 5, -13, 4, -10, 3, -8, 3, -5, 2, -2, 2, 1, 2, 3, 2, 5, 3, 7, 3, 8, 3, 8, 4, 8, 4, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, -1, 11, -1, 13, -1, 15, -1, 16, -1, 17, -1, 16, -2, 16, -2, 14, -2, 13, -2, 10, -3, 7, -4, 4, -6, 1, -8, -2, -10, -5, -12, -7, -15, -8, -18, -9, -20, -10, -22, -10, -22, -9, -22, -8, -22, -7, -20, -6, -17, -5)",211350129,1,Still
-42,11,-95,"(0, 0, -5, 8, -5, 3, -6, -1, -7, -4, -8, -8, -9, -10, -11, -11, -12, -12, -14, -11, -14, -11, -15, -10, -14, -8, -13, -7, -12, -6, -10, -5, -7, -4, -5, -3, -2, -3, 1, -3, 3, -3, 5, -4, 6, -4, 7, -4, 8, -4, 8, -5, 8, -5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, -1, 10, 0, 12, 0, 14, 1, 15, 1, 16, 0, 16, 1, 15, 1, 14, 1, 12, 1, 10, 1, 7, 2, 4, 3, 1, 4, -2, 6, -5, 8, -7, 11, -8, 13, -9, 16, -9, 18, -9, 20, -9, 20, -8, 21, -7, 20, -5, 19, -5, 16)",211358555,1,Still
-42,11,-95,"(0, 0, 1, -10, 2, -6, 4, -2, 7, 1, 9, 4, 12, 5, 13, 6, 15, 6, 16, 6, 16, 5, 16, 4, 15, 2, 14, 1, 12, 1, 10, 0, 7, 0, 5, 1, 2, 1, -1, 2, -3, 3, -5, 4, -6, 5, -7, 6, -7, 6, -7, 7, -7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -9, 2, -11, 3, -13, 3, -15, 3, -16, 3, -17, 3, -17, 3, -16, 3, -15, 3, -13, 2, -11, 1, -8, -1, -6, -3, -3, -5, -1, -8, 0, -11, 2, -14, 3, -17, 3, -19, 2, -21, 1, -23, 0, -24, 0, -24, -1, -23, -1, -20, -1, -18)",211369152,1,Still
-42,11,-95,"(0, 0, -8, 5, -6, 1, -5, -3, -4, -7, -4, -11, -5, -13, -6, -15, -6, -16, -8, -17, -9, -16, -10, -15, -10, -14, -9, -12, -9, -10, -8, -8, -6, -7, -3, -5, -1, -4, 1, -3, 4, -2, 6, -1, 7, -1, 9, -1, 9, -1, 9, -1, 9, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 4, 9, 5, 10, 7, 12, 8, 13, 9, 13, 9, 13, 9, 13, 9, 12, 8, 10, 7, 8, 6, 5, 5, 1, 4, -2, 4, -5, 5, -9, 6, -12, 7, -14, 8, -16, 10, -18, 12, -18, 14, -18, 15, -17, 15, -16, 15, -14, 14, -12, 12)",211376579,1,Still
-42,11,-95,"(0, 0, 4, 8, 0, 6, -4, 4, -8, 3, -11, 3, -13, 3, -15, 3, -17, 4, -17, 5, -17, 6, -16, 7, -15, 7, -13, 8, -11, 7, -9, 6, -7, 4, -5, 2, -3, 0, -2, -3, -1, -5, -1, -7, 0, -8, 0, -9, 0, -10, 0, -10, 0, -10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, -8, 6, -9, 7, -11, 9, -12, 9, -13, 10, -13, 10, -14, 9, -13, 9, -12, 8, -10, 7, -8, 5, -5, 5, -2, 4, 1, 4, 5, 5, 8, 6, 11, 7, 14, 9, 16, 10, 17, 12, 18, 13, 18, 14, 17, 14, 16, 13, 14, 11, 12)",211390660,1,Still
-41,11,-95,"(0, 0, 2, -8, 3, -5, 4, -1, 6, 2, 7, 5, 9, 7, 10, 8, 12, 8, 13, 8, 13, 8, 14, 6, 13, 5, 12, 4, 10, 3, 9, 2, 6, 2, 4, 1, 1, 2, -1, 2, -3, 3, -5, 3, -7, 3, -7, 4, -8, 4, -8, 4, -8, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -8, 1, -10, 0, -12, 0, -13, 0, -15, 0, -15, 0, -15, 0, -15, 0, -13, 0, -12, 0, -10, -1, -7, -2, -5, -3, -2, -4, 0, -7, 2, -9, 4, -12, 5, -14, 6, -16, 6, -18, 5, -20, 5, -20, 3, -21, 3, -20, 2, -18, 2, -16)",211406201,1,Still
-41,11,-95,"(0, 0, -4, 8, -4, 4, -5, 0, -7, -3, -9, -6, -11, -8, -13, -9, -14, -9, -16, -9, -16, -8, -16, -7, -15, -6, -14, -5, -13, -4, -11, -3, -8, -3, -5, -2, -2, -3, 0, -3, 2, -4, 4, -4, 5, -5, 7, -6, 7, -6, 7, -6, 7, -6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, -2, 10, -2, 12, -1, 14, -1, 15, -2, 16, -2, 15, -2, 15, -1, 14, -1, 12, -1, 10, 0, 7, 1, 4, 2, 1, 4, -1, 6, -3, 9, -5, 12, -6, 15, -6, 17, -6, 19, -6, 21, -5, 22, -4, 22, -3, 21, -3, 19, -2, 16)",211419073,1,Still
-42,11,-95,"(0, 0, 9, 1, 5, 3, 1, 5, -3, 7, -5, 10, -6, 12, -7, 14, -7, 15, -7, 16, -6, 17, -4, 16, -3, 16, -2, 14, -2, 12, -1, 10, -1, 7, -2, 5, -2, 2, -3, -1, -4, -3, -6, -4, -6, -6, -7, -7, -8, -7, -8, -7, -8, -7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, -9, -3, -11, -3, -13, -3, -15, -3, -16, -3, -17, -4, -17, -3, -16, -3, -15, -2, -13, -2, -11, 0, -8, 2, -5, 4, -3, 7, -1, 9, 1, 12, 3, 15, 3, 18, 3, 21, 3, 22, 2, 23, 1, 23, 0, 22, 0, 20, -1, 17, -1)",211434895,1,Still
-41,11,-95,"(0, 0, 5, -7, 4, -3, 4, 1, 5, 4, 5, 7, 6, 10, 7, 11, 9, 12, 10, 12, 11, 12, 12, 10, 11, 9, 11, 8, 9, 6, 8, 5, 6, 4, 3, 3, 1, 2, -2, 2, -4, 2, -6, 2, -7, 2, -8, 2, -9, 2, -9, 3, -9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -9, -3, -10, -4, -11, -5, -13, -6, -14, -6, -15, -6, -15, -6, -14, -6, -13, -6, -12, -5, -9, -5, -7, -5, -4, -5, -1, -5, 3, -6, 5, -8, 8, -10, 10, -12, 11, -13, 12, -15, 12, -17, 12, -18, 11, -19, 10, -18, 8, -17, 7, -14)",211449279,1,Still
-42,11,-95,"(0, 0, -7, 7, -6, 1, -5, -3, -6, -7, -6, -10, -7, -13, -8, -15, -9, -16, -11, -16, -12, -15, -12, -14, -12, -13, -11, -11, -10, -9, -8, -8, -6, -6, -4, -4, -1, -4, 1, -3, 4, -2, 6, -2, 7, -2, 9, -2, 9, -2, 10, -3, 9, -3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 2, 10, 4, 11, 5, 13, 6, 14, 7, 15, 7, 15, 7, 14, 6, 13, 6, 11, 5, 9, 5, 6, 5, 2, 4, -1, 4, -5, 5, -8, 7, -11, 9, -13, 11, -15, 13, -16, 15, -16, 17, -16, 17, -15, 18, -14, 18, -12, 16, -10, 14)",211462147,1,Still
-42,11,-95,"(0, 0, 4, 7, 0, 5, -4, 3, -7, 2, -10, 2, -13, 2, -15, 2, -16, 3, -17, 4, -17, 5, -17, 6, -15, 6, -13, 6, -11, 6, -9, 5, -7, 3, -5, 2, -3, 0, -2, -3, -1, -5, 0, -7, 0, -8, 0, -9, 1, -10, 1, -10, 0, -10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, -7, 6, -9, 8, -10, 9, -11, 10, -12, 10, -12, 10, -13, 10, -12, 9, -11, 8, -9, 7, -7, 6, -5, 5, -2, 4, 1, 4, 5, 4, 8, 5, 11, 6, 14, 8, 16, 9, 17, 11, 18, 12, 18, 12, 18, 13, 17, 12, 15, 10, 12)",211478512,1,Still
-42,11,-95,"(0, 0, 8, 4, 3, 5, -1, 5, -5, 6, -8, 7, -10, 9, -12, 10, -13, 11, -13, 13, -12, 14, -10, 14, -9, 13, -7, 13, -7, 11, -5, 9, -4, 6, -4, 4, -3, 1, -3, -1, -3, -4, -3, -6, -4, -8, -5, -9, -5, -9, -5, -9, -5, -9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -9, 1, -11, 2, -13, 2, -15, 3, -16, 3, -17, 3, -17, 3, -16, 3, -15, 3, -13, 2, -10, 3, -8, 4, -5, 5, -1, 7, 2, 8, 5, 10, 7, 13, 9, 15, 10, 18, 10, 19, 10, 21, 10, 21, 9, 20, 8, 18, 7, 16, 6)",211492425,1,Still
-42,11,-95,"(0, 0, 2, -9, 3, -5, 4, -1, 7, 2, 9, 4, 11, 7, 13, 7, 14, 7, 16, 7, 17, 6, 17, 5, 15, 4, 14, 2, 12, 2, 10, 1, 7, 1, 5, 1, 2, 2, -1, 2, -3, 3, -5, 4, -6, 5, -7, 6, -7, 6, -8, 6, -7, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -9, 1, -12, 1, -13, 1, -15, 1, -17, 1, -17, 1, -17, 1, -16, 1, -15, 1, -13, 0, -11, -1, -8, -2, -5, -3, -3, -5, 0, -8, 2, -11, 4, -13, 5, -17, 5, -19, 5, -21, 4, -22, 3, -23, 2, -24, 1, -23, 0, -21, 1, -17)",211503969,1,Still
-42,11,-95,"(0, 0, 2, -9, 3, -5, 5, -1, 7, 2, 9, 5, 11, 6, 13, 7, 15, 7, 17, 7, 17, 6, 17, 5, 16, 3, 14, 2, 12, 1, 10, 1, 7, 1, 4, 1, 2, 2, -1, 2, -3, 3, -5, 5, -6, 5, -7, 6, -7, 7, -7, 7, -7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -10, 0, -12, 0, -14, 0, -15, 0, -17, 0, -17, 0, -17, 0, -17, 0, -15, 0, -14, 0, -11, -1, -8, -2, -5, -4, -2, -6, 0, -8, 2, -11, 4, -14, 5, -17, 5, -19, 5, -21, 4, -23, 3, -24, 3, -24, 2, -23, 1, -21, 1, -18)",211515481,1,Still
